NDF-RT,SNOMED,CommonName,Score,ICD11Code,SpecificMatch,BroadName
N0000148024,57993004,Benign mammary dysplasia,63.63636364,20,Developmental anomalies,Bent bone dysplasias
N0000148024,71349004,Infertility due to oligospermia,81.48148148,16,Diseases of the genitourinary system,Male infertility
N0000148024,102447009,Postmenopausal osteoporosis,67.85714286,15,Diseases of the musculoskeletal system or connective tissue,Postoophorectomy osteoporosis
N0000148024,254837009,Malignant tumor of breast,86.36363636,2,Neoplasms,Malignant neoplasms of breast
N0000148024,400179000,Precocious puberty,57.89473684,13,Diseases of the digestive system,Ulcerative proctitis
N0000148025,19905009,Chronic prostatitis,82.05128205,13,Diseases of the digestive system,Chronic pancreatitis
N0000148025,31822004,Urethritis,66.66666667,9,Diseases of the visual system,Neuroretinitis
N0000148025,88311004,Oligozoospermia,76.92307692,16,Diseases of the genitourinary system,Azoospermia
N0000148025,90584004,Spinal cord injury,100,22,"Injury, poisoning or certain other consequences of external causes",Injury of nerves or spinal cord at neck level
N0000148025,139394000,Nocturia,62.5,X,Extension Codes,Bacteria
N0000148026,4386001,Bronchospasm,100,4,Diseases of the immune system,Drug-induced bronchospasm
N0000148026,6383007,Premature labor,75,11,Diseases of the circulatory system,Atrial premature depolarization
N0000148026,74796005,Fetal intrauterine distress noted before labor in liveborn infant,75,19,Certain conditions originating in the perinatal period,Intrauterine hypoxia
N0000148026,95384003,Injection site extravasation,60.37735849,1,Certain infectious or parasitic diseases,Herpes simplex infections
N0000148026,195967001,Asthma,100,12,Diseases of the respiratory system,Asthma
N0000148039,370143000,Major depressive disorder,86.36363636,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148052,32527003,Staphylococcal enterocolitis,77.77777778,1,Certain infectious or parasitic diseases,Staphylococcal ecthyma
N0000148052,33910007,Postoperative infection,100,X,Extension Codes,Postoperative
N0000148052,50417007,Lower respiratory tract infection,82.14285714,12,Diseases of the respiratory system,Certain lower respiratory tract diseases
N0000148052,85769006,Streptococcal infectious disease,85.71428571,13,Diseases of the digestive system,Infectious liver disease
N0000148052,95883001,Bacterial meningitis,100,1,Certain infectious or parasitic diseases,Bacterial meningitis
N0000148052,233850007,Infective endocarditis,70.58823529,11,Diseases of the circulatory system,Acute or subacute endocarditis
N0000148052,266096002,Methicillin resistant Staphylococcus aureus infection,64.64646465,1,Certain infectious or parasitic diseases,Staphylococcus aureus superficial folliculitis
N0000148052,276883000,Peritoneal dialysis-associated peritonitis,100,13,Diseases of the digestive system,Peritonitis
N0000148052,405633009,Streptococcus group B infection of the infant,77.41935484,3,Diseases of the blood or blood-forming organs,Infection of spleen
N0000148052,409089005,Febrile neutropenia,100,4,Diseases of the immune system,Neutropenia
N0000148052,413626002,Bacterial endophthalmitis,100,9,Diseases of the visual system,Endophthalmitis
N0000148052,423590009,Clostridium difficile colitis,63.41463415,1,Certain infectious or parasitic diseases,Intestinal infections due to Clostridioides difficile
N0000148052,428885001,Bacteremia associated with intravascular line,63.82978723,8,Diseases of the nervous system,Disorders associated with tremor
N0000148054,6456007,Supraventricular tachycardia,72.72727273,11,Diseases of the circulatory system,Supraventricular rhythm disturbance
N0000148054,33659008,Keloid scar,54.54545455,1,Certain infectious or parasitic diseases,Melioidosis
N0000148054,37796009,Migraine,100,8,Diseases of the nervous system,Migraine
N0000148054,38341003,Hypertensive disorder,80.95238095,11,Diseases of the circulatory system,Hypertensive diseases
N0000148054,53741008,Coronary arteriosclerosis,93.87755102,11,Diseases of the circulatory system,Coronary atherosclerosis
N0000148054,67198005,Paroxysmal supraventricular tachycardia,62.74509804,11,Diseases of the circulatory system,Supraventricular rhythm disturbance
N0000148054,73173006,Spasm of cerebral arteries,86.95652174,8,Diseases of the nervous system,Dissection of cerebral arteries
N0000148054,87343002,Prinzmetal angina,64.28571429,21,"Symptoms, signs or clinical findings, not elsewhere classified",Spinal pain
N0000148054,193031009,Cluster headache,70.58823529,8,Diseases of the nervous system,Headache disorders
N0000148054,194828000,Angina pectoris,66.66666667,21,"Symptoms, signs or clinical findings, not elsewhere classified",Precordial pain
N0000148054,195080001,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148054,233819005,Stable angina,59.25925926,24,Factors influencing health status or contact with health services,Pregnant state
N0000148054,233873004,Hypertrophic cardiomyopathy,100,11,Diseases of the circulatory system,Cardiomyopathy
N0000148054,371806006,Progressive angina,75.86206897,8,Diseases of the nervous system,Progressive focal atrophies
N0000148055,65399007,Langerhans cell histiocytosis,100,2,Neoplasms,Langerhans cell histiocytosis
N0000148055,109385007,Kaposi's sarcoma (clinical),56,2,Neoplasms,Langerhans cell sarcoma
N0000148055,118599009,Hodgkin's disease (clinical),70,1,Certain infectious or parasitic diseases,Ebola disease
N0000148055,118600007,Malignant lymphoma,76.19047619,X,Extension Codes,"Mesonephromas, malignant"
N0000148055,118601006,Non-Hodgkin's lymphoma (clinical),77.96610169,2,Neoplasms,Classical Hodgkin lymphoma
N0000148055,118618005,Mycosis fungoides (clinical),56.52173913,1,Certain infectious or parasitic diseases,Coccidioidomycosis
N0000148055,188188009,Choriocarcinoma,64.51612903,7,Sleep-wake disorders,Chronic insomnia
N0000148055,237059008,Germ cell tumor of ovary,64.28571429,X,Extension Codes,Germ cell neoplasms
N0000148055,254637007,Non-small cell lung cancer,58.18181818,X,Extension Codes,"Acinar cell neoplasms, benign"
N0000148055,254900004,Carcinoma of prostate,72.72727273,2,Neoplasms,Unspecified carcinoma of unspecified site
N0000148055,255108000,Carcinoma of urinary bladder,83.33333333,2,Neoplasms,Carcinoma in situ of bladder
N0000148055,363449006,Malignant tumor of testis,72.72727273,X,Extension Codes,"Odontogenic tumours, malignant"
N0000148055,363518003,Malignant tumor of kidney,71.42857143,X,Extension Codes,Malignant tumours
N0000148055,424952003,Sarcoma of soft tissue,77.77777778,2,Neoplasms,Neoplasms of uncertain behaviour of connective or other soft tissue
N0000148055,443493003,Metastatic malignant melanoma,72.4137931,X,Extension Codes,"Nevi and melanomas, malignant"
N0000148056,32273002,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148056,91857003,Acute lymphoid leukemia,65,2,Neoplasms,Myeloid leukaemia
N0000148056,92814006,"Chronic lymphoid leukemia, disease",83.33333333,13,Diseases of the digestive system,Chronic liver disease
N0000148056,109843000,Hepatoblastoma,64.51612903,13,Diseases of the digestive system,Parastomal hernia
N0000148056,109989006,Multiple myeloma,66.66666667,2,Neoplasms,"Malignant neoplasms of independent, multiple primary sites"
N0000148056,118599009,Hodgkin's disease (clinical),70,1,Certain infectious or parasitic diseases,Ebola disease
N0000148056,118601006,Non-Hodgkin's lymphoma (clinical),77.96610169,2,Neoplasms,Classical Hodgkin lymphoma
N0000148056,118618005,Mycosis fungoides (clinical),56.52173913,1,Certain infectious or parasitic diseases,Coccidioidomycosis
N0000148056,190818004,Waldenström macroglobulinemia,65.2173913,4,Diseases of the immune system,Cryoglobulinaemia
N0000148056,237057005,Epithelial tumor of ovary,62.96296296,14,Diseases of the skin,Fibroepithelial polyp of skin
N0000148056,237059008,Germ cell tumor of ovary,64.28571429,X,Extension Codes,Germ cell neoplasms
N0000148056,254632001,Small cell carcinoma of lung,75.55555556,2,Neoplasms,Carcinoma in situ of bronchus or lung
N0000148056,254837009,Malignant tumor of breast,86.36363636,2,Neoplasms,Malignant neoplasms of breast
N0000148056,254935002,Intracranial tumor,81.08108108,22,"Injury, poisoning or certain other consequences of external causes",Intracranial injury
N0000148056,255055008,Neoplasm of head and neck,100,X,Extension Codes,Head and neck
N0000148056,302835009,Pheochromocytoma,62.5,3,Diseases of the blood or blood-forming organs,Thrombocytopenia
N0000148056,302847003,Rhabdomyosarcoma,57.14285714,2,Neoplasms,Histiocytic sarcoma
N0000148056,302849000,Nephroblastoma,66.66666667,13,Diseases of the digestive system,Xerostomia
N0000148056,307576001,Osteosarcoma of bone,60,13,Diseases of the digestive system,Obstruction of small intestine
N0000148056,307608006,Ewing's sarcoma of bone,59.25925926,20,Developmental anomalies,Congenital bowing of long bones
N0000148056,363354003,Malignant tumor of cervix,71.69811321,X,Extension Codes,"Mast cell tumours, malignant"
N0000148056,363449006,Malignant tumor of testis,72.72727273,X,Extension Codes,"Odontogenic tumours, malignant"
N0000148056,363510005,Malignant tumor of large intestine,85.71428571,13,Diseases of the digestive system,Polyp of large intestine
N0000148056,370967009,Retinoblastoma,64,9,Diseases of the visual system,Retinopathy
N0000148056,399956005,Melanocytic neoplasm,70.96774194,2,Neoplasms,Melanocytic naevus with severe melanocytic dysplasia
N0000148056,413656006,Blastic phase chronic myeloid leukemia,67.41573034,2,Neoplasms,"Chronic myeloid leukaemia, not elsewhere classified"
N0000148056,420524008,Kaposi's sarcoma with AIDS (acquired immunodeficiency syndrome),72.72727273,4,Diseases of the immune system,Adult-onset immunodeficiency
N0000148056,424952003,Sarcoma of soft tissue,77.77777778,2,Neoplasms,Neoplasms of uncertain behaviour of connective or other soft tissue
N0000148056,432328008,Neuroblastoma,69.56521739,13,Diseases of the digestive system,Xerostomia
N0000148056,443487006,Mantle cell lymphoma,68.42105263,14,Diseases of the skin,Cutaneous lymphoma
N0000148056,609519004,Gestational trophoblastic neoplasia,84.74576271,18,"Pregnancy, childbirth or the puerperium",Gestational trophoblastic diseases
N0000148057,11101003,Percutaneous transluminal coronary angioplasty,54.54545455,13,Diseases of the digestive system,Neoplasms of peritoneum or retroperitoneum
N0000148057,26843008,Antiphospholipid syndrome,100,4,Diseases of the immune system,Antiphospholipid syndrome
N0000148057,49436004,Atrial fibrillation,77.41935484,11,Diseases of the circulatory system,Idiopathic ventricular fibrillation
N0000148057,53741008,Coronary arteriosclerosis,93.87755102,11,Diseases of the circulatory system,Coronary atherosclerosis
N0000148057,59282003,Pulmonary embolism,83.72093023,11,Diseases of the circulatory system,Pulmonary thromboembolism
N0000148057,230690007,Cerebrovascular accident,76.92307692,8,Diseases of the nervous system,Cerebrovascular diseases
N0000148057,234182001,Prosthetic cardiac valve component embolism,80,11,Diseases of the circulatory system,Prosthetic valve disease
N0000148057,266257000,Transient cerebral ischemia,81.48148148,19,Certain conditions originating in the perinatal period,Neonatal cerebral ischaemia
N0000148057,429098002,Thromboembolism of vein,84.44444444,11,Diseases of the circulatory system,Venous thromboembolism
N0000148085,43339004,Hypokalemia,73.68421053,9,Diseases of the visual system,Hyphaema
N0000148093,3110003,Acute otitis media,100,10,Diseases of the ear or mastoid process,Otitis media
N0000148093,19824006,Infection of skin and/or subcutaneous tissue,81.81818182,14,Diseases of the skin,Calcification of skin or subcutaneous tissue
N0000148093,23502006,Lyme disease,75.86206897,8,Diseases of the nervous system,Alzheimer disease
N0000148093,27836007,Pertussis,100,1,Certain infectious or parasitic diseases,Whooping cough due to Bordetella pertussis
N0000148093,43878008,Streptococcal sore throat,78.26086957,1,Certain infectious or parasitic diseases,Streptococcal ecthyma
N0000148093,68272006,Acute maxillary sinusitis,100,12,Diseases of the respiratory system,Acute sinusitis
N0000148093,88415009,Mycobacteriosis,84.84848485,1,Certain infectious or parasitic diseases,Campylobacteriosis
N0000148093,195889001,Legionella pneumonia,100,12,Diseases of the respiratory system,Pneumonia
N0000148093,266123003,Bartonellosis,100,1,Certain infectious or parasitic diseases,Bartonellosis
N0000148093,301183007,Bacterial endocarditis,81.81818182,1,Certain infectious or parasitic diseases,Bacterial encephalitis
N0000148093,307759003,Helicobacter pylori gastrointestinal tract infection,80,X,Extension Codes,Gastrointestinal devices
N0000148093,312119006,Bacterial lower respiratory infection,75.86206897,21,"Symptoms, signs or clinical findings, not elsewhere classified",Respiratory arrest
N0000148093,371686006,Infection caused by Mycobacterium avium-intracellulare group,64.28571429,3,Diseases of the blood or blood-forming organs,Infection of spleen
N0000148093,371687002,Disseminated infection caused by Mycobacterium avium-intracellulare group,80,1,Certain infectious or parasitic diseases,Disseminated gonococcal infection
N0000148093,385093006,Community acquired pneumonia,100,12,Diseases of the respiratory system,Pneumonia
N0000148093,409498004,Anthrax,100,1,Certain infectious or parasitic diseases,Anthrax
N0000148116,38341003,Hypertensive disorder,80.95238095,11,Diseases of the circulatory system,Hypertensive diseases
N0000148116,42343007,Congestive heart failure,100,11,Diseases of the circulatory system,Heart failure
N0000148116,70272006,Malignant hypertension,77.41935484,13,Diseases of the digestive system,Portal hypertension
N0000148116,194828000,Angina pectoris,66.66666667,21,"Symptoms, signs or clinical findings, not elsewhere classified",Precordial pain
N0000148116,266261006,Raynaud's phenomenon,50,8,Diseases of the nervous system,Intracranial hypotension
N0000148118,87872006,Male pattern alopecia,100,X,Extension Codes,Male
N0000148118,399939002,Hirsutism,63.15789474,1,Certain infectious or parasitic diseases,Pthiriasis
N0000148122,24079001,Atopic dermatitis,74.07407407,14,Diseases of the skin,Dermatitis or eczema
N0000148122,52756005,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148122,56727007,Vitiligo,62.5,1,Certain infectious or parasitic diseases,Impetigo
N0000148122,61582004,Allergic rhinitis,100,12,Diseases of the respiratory system,Vasomotor or allergic rhinitis
N0000148122,95320005,Disorder of skin,100,21,"Symptoms, signs or clinical findings, not elsewhere classified",Chronic skin disorder of uncertain or unspecified nature
N0000148122,182782007,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148122,195967001,Asthma,100,12,Diseases of the respiratory system,Asthma
N0000148122,279333002,Pruritic disorder,82.05128205,6,"Mental, behavioural or neurodevelopmental disorders",Frotteuristic disorder
N0000148122,367498001,Seasonal allergic rhinitis,79.06976744,12,Diseases of the respiratory system,Vasomotor or allergic rhinitis
N0000148122,431231008,Acute rhinosinusitis,85.71428571,12,Diseases of the respiratory system,Acute sinusitis
N0000148122,446096008,Perennial allergic rhinitis,77.27272727,12,Diseases of the respiratory system,Vasomotor or allergic rhinitis
N0000148122,311000119101,Non-allergic rhinitis,77.41935484,12,Diseases of the respiratory system,Non-allergic asthma
N0000148137,28670008,Esophageal varices,74.28571429,13,Diseases of the digestive system,Oesophageal ulcer
N0000148137,233819005,Stable angina,59.25925926,24,Factors influencing health status or contact with health services,Pregnant state
N0000148137,236959001,Cervical ripening procedure,63.49206349,22,"Injury, poisoning or certain other consequences of external causes",Multiple fractures of cervical spine
N0000148200,39823006,Generalized atherosclerosis,76.92307692,11,Diseases of the circulatory system,Coronary atherosclerosis
N0000148200,48447003,Chronic heart failure,100,11,Diseases of the circulatory system,Heart failure
N0000148200,55822004,Hyperlipidemia,64,22,"Injury, poisoning or certain other consequences of external causes",Hypothermia
N0000148200,64915003,Operation on heart,66.66666667,18,"Pregnancy, childbirth or the puerperium",Destructive operation for delivery
N0000148200,230690007,Cerebrovascular accident,76.92307692,8,Diseases of the nervous system,Cerebrovascular diseases
N0000148200,232717009,Coronary artery bypass graft,76.92307692,11,Diseases of the circulatory system,Coronary artery aneurysm
N0000148200,302870006,Hypertriglyceridemia,58.06451613,22,"Injury, poisoning or certain other consequences of external causes",Hypothermia
N0000148200,307759003,Helicobacter pylori gastrointestinal tract infection,80,X,Extension Codes,Gastrointestinal devices
N0000148200,371893007,Restenotic lesion of coronary artery,80,11,Diseases of the circulatory system,Diseases of coronary artery
N0000148200,394659003,Acute coronary syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148200,415070008,Percutaneous coronary intervention,80,23,External causes of morbidity or mortality,Legal intervention
N0000148244,77182004,Membranous glomerulonephritis,54.54545455,21,"Symptoms, signs or clinical findings, not elsewhere classified",Lipoprotein glomerulopathy
N0000148244,91861009,"Acute myeloid leukemia, disease",71.18644068,3,Diseases of the blood or blood-forming organs,Anaemia due to acute disease
N0000148244,118600007,Malignant lymphoma,76.19047619,X,Extension Codes,"Mesonephromas, malignant"
N0000148244,118601006,Non-Hodgkin's lymphoma (clinical),77.96610169,2,Neoplasms,Classical Hodgkin lymphoma
N0000148244,118611004,Sezary's disease,70.58823529,1,Certain infectious or parasitic diseases,Arenavirus disease
N0000148244,118618005,Mycosis fungoides (clinical),56.52173913,1,Certain infectious or parasitic diseases,Coccidioidomycosis
N0000148244,190818004,Waldenström macroglobulinemia,65.2173913,4,Diseases of the immune system,Cryoglobulinaemia
N0000148244,234336002,Hemopoietic stem cell transplant,55.55555556,2,Neoplasms,"Post-transplant lymphoproliferative disorder, early lesion"
N0000148244,308121000,Follicular lymphoma,100,2,Neoplasms,Follicular lymphoma
N0000148254,2089002,Osteitis deformans,66.66666667,4,Diseases of the immune system,Dermatomyositis
N0000148254,47709007,Humoral hypercalcemia of malignancy,61.33333333,14,Diseases of the skin,Cutaneous markers of internal malignancy
N0000148254,78314001,Osteogenesis imperfecta,61.11111111,21,"Symptoms, signs or clinical findings, not elsewhere classified",Perfectionism
N0000148254,102447009,Postmenopausal osteoporosis,67.85714286,15,Diseases of the musculoskeletal system or connective tissue,Postoophorectomy osteoporosis
N0000148254,390833005,Osteoporosis caused by corticosteroid,63.15789474,15,Diseases of the musculoskeletal system or connective tissue,Postsurgical malabsorption osteoporosis
N0000148255,48447003,Chronic heart failure,100,11,Diseases of the circulatory system,Heart failure
N0000148255,52254009,Nephrotic syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148255,53741008,Coronary arteriosclerosis,93.87755102,11,Diseases of the circulatory system,Coronary atherosclerosis
N0000148255,55822004,Hyperlipidemia,64,22,"Injury, poisoning or certain other consequences of external causes",Hypothermia
N0000148255,232717009,Coronary artery bypass graft,76.92307692,11,Diseases of the circulatory system,Coronary artery aneurysm
N0000148255,236425005,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148255,266257000,Transient cerebral ischemia,81.48148148,19,Certain conditions originating in the perinatal period,Neonatal cerebral ischaemia
N0000148255,371893007,Restenotic lesion of coronary artery,80,11,Diseases of the circulatory system,Diseases of coronary artery
N0000148255,394659003,Acute coronary syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148255,415070008,Percutaneous coronary intervention,80,23,External causes of morbidity or mortality,Legal intervention
N0000148257,596004,Premenstrual dysphoric disorder,72.72727273,6,"Mental, behavioural or neurodevelopmental disorders",Panic disorder
N0000148257,13746004,Bipolar disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Bipolar type I disorder
N0000148257,21897009,Generalized anxiety disorder,96.42857143,6,"Mental, behavioural or neurodevelopmental disorders",Generalised anxiety disorder
N0000148257,25501002,Social phobia,71.42857143,6,"Mental, behavioural or neurodevelopmental disorders",Specific phobia
N0000148257,47505003,Posttraumatic stress disorder,98.30508475,6,"Mental, behavioural or neurodevelopmental disorders",Post traumatic stress disorder
N0000148257,78004001,Bulimia nervosa,100,6,"Mental, behavioural or neurodevelopmental disorders",Bulimia Nervosa
N0000148257,78667006,Dysthymia,66.66666667,12,Diseases of the respiratory system,Asthma
N0000148257,191736004,Obsessive-compulsive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Obsessive-compulsive disorder
N0000148257,370143000,Major depressive disorder,86.36363636,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148257,371631005,Panic disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Panic disorder
N0000148257,439960005,Binge eating disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Binge eating disorder
N0000148272,13197004,Uses contraception,66.66666667,24,Factors influencing health status or contact with health services,Acute stress reaction
N0000148272,266717002,Hormone replacement therapy,56,9,Diseases of the visual system,Neoplasms of the cornea
N0000148306,93447004,Eosinophilic nonallergic rhinitis,71.64179104,19,Certain conditions originating in the perinatal period,Neonatal eosinophilic oesophagitis
N0000148306,195967001,Asthma,100,12,Diseases of the respiratory system,Asthma
N0000148306,367498001,Seasonal allergic rhinitis,79.06976744,12,Diseases of the respiratory system,Vasomotor or allergic rhinitis
N0000148314,109989006,Multiple myeloma,66.66666667,2,Neoplasms,"Malignant neoplasms of independent, multiple primary sites"
N0000148314,118600007,Malignant lymphoma,76.19047619,X,Extension Codes,"Mesonephromas, malignant"
N0000148314,187692001,Malignant tumor of nasopharynx,69.23076923,X,Extension Codes,Malignant tumours
N0000148314,188192002,Malignant neoplasm of endometrium of corpus uteri,76.59574468,2,Neoplasms,Malignant neoplasm metastases
N0000148314,254632001,Small cell carcinoma of lung,75.55555556,2,Neoplasms,Carcinoma in situ of bronchus or lung
N0000148314,254637007,Non-small cell lung cancer,58.18181818,X,Extension Codes,"Acinar cell neoplasms, benign"
N0000148314,254940005,Oligodendroglioma of brain,71.42857143,2,Neoplasms,Gliomas of brain
N0000148314,255056009,Malignant tumor of head and neck,100,X,Extension Codes,Head and neck
N0000148314,302817000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148314,363349007,Malignant tumor of stomach,71.42857143,X,Extension Codes,"Odontogenic tumours, malignant"
N0000148314,363354003,Malignant tumor of cervix,71.69811321,X,Extension Codes,"Mast cell tumours, malignant"
N0000148314,363402007,Malignant tumor of esophagus,70.1754386,2,Neoplasms,Malignant neoplasms of breast
N0000148314,363443007,Malignant tumor of ovary,73.17073171,X,Extension Codes,Malignant tumours
N0000148314,363444001,Malignant tumor of fallopian tube,70.96774194,X,Extension Codes,"Giant cell tumours, malignant"
N0000148314,363449006,Malignant tumor of testis,72.72727273,X,Extension Codes,"Odontogenic tumours, malignant"
N0000148314,399326009,Malignant neoplasm of urinary bladder,79.45205479,2,Neoplasms,Malignant neoplasms of urinary tract
N0000148314,403977003,Angiosarcoma,63.63636364,X,Extension Codes,Nosocomial
N0000148314,420524008,Kaposi's sarcoma with AIDS (acquired immunodeficiency syndrome),72.72727273,4,Diseases of the immune system,Adult-onset immunodeficiency
N0000148333,55827005,Left ventricular hypertrophy,80,11,Diseases of the circulatory system,Left ventricular failure
N0000148333,56218007,Systolic hypertension,100,11,Diseases of the circulatory system,Combined diastolic and systolic secondary hypertension
N0000148333,87343002,Prinzmetal angina,64.28571429,21,"Symptoms, signs or clinical findings, not elsewhere classified",Spinal pain
N0000148333,90708001,Kidney disease,100,3,Diseases of the blood or blood-forming organs,Anaemia in chronic kidney disease
N0000148333,194828000,Angina pectoris,66.66666667,21,"Symptoms, signs or clinical findings, not elsewhere classified",Precordial pain
N0000148333,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000148333,233819005,Stable angina,59.25925926,24,Factors influencing health status or contact with health services,Pregnant state
N0000148333,233823002,Silent myocardial ischemia,74.62686567,19,Certain conditions originating in the perinatal period,Transient myocardial ischaemia of newborn
N0000148335,596004,Premenstrual dysphoric disorder,72.72727273,6,"Mental, behavioural or neurodevelopmental disorders",Panic disorder
N0000148335,21897009,Generalized anxiety disorder,96.42857143,6,"Mental, behavioural or neurodevelopmental disorders",Generalised anxiety disorder
N0000148335,25501002,Social phobia,71.42857143,6,"Mental, behavioural or neurodevelopmental disorders",Specific phobia
N0000148335,44001008,Premature ejaculation,68.42105263,X,Extension Codes,Avulsion fracture
N0000148335,47505003,Posttraumatic stress disorder,98.30508475,6,"Mental, behavioural or neurodevelopmental disorders",Post traumatic stress disorder
N0000148335,95417003,Primary fibromyalgia syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148335,170951000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148335,191495003,Depressive disorder caused by drug,79.16666667,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148335,191736004,Obsessive-compulsive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Obsessive-compulsive disorder
N0000148335,224962007,Hot sweats,58.33333333,4,Diseases of the immune system,Behçet disease
N0000148335,370143000,Major depressive disorder,86.36363636,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148335,371631005,Panic disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Panic disorder
N0000148336,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000148343,128053003,Deep venous thrombosis,90.47619048,11,Diseases of the circulatory system,Deep vein thrombosis
N0000148343,234185004,Prosthetic cardiac valve thrombosis,80,11,Diseases of the circulatory system,Prosthetic valve disease
N0000148343,394659003,Acute coronary syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148343,439127006,Thrombosis,100,8,Diseases of the nervous system,Cerebral venous thrombosis
N0000148343,441697004,Thrombophilia associated with pregnancy,100,3,Diseases of the blood or blood-forming organs,Thrombophilia
N0000148345,2177002,Postherpetic neuralgia,60.46511628,18,"Pregnancy, childbirth or the puerperium",Other uterine inertia
N0000148345,29753000,Focal onset epileptic seizure,76.47058824,8,Diseases of the nervous system,Focal unaware seizure
N0000148345,32914008,Restless legs,100,7,Sleep-wake disorders,Restless legs syndrome
N0000148345,224962007,Hot sweats,58.33333333,4,Diseases of the immune system,Behçet disease
N0000148345,247398009,Neuropathic pain,81.48148148,14,Diseases of the skin,Neuropathic skin damage
N0000148345,403733004,Hemodialysis-associated pruritus,100,14,Diseases of the skin,Pruritus
N0000148345,424736006,Diabetic peripheral neuropathy,64.51612903,8,Diseases of the nervous system,Hereditary neuropathy
N0000148350,5158005,Gilles de la Tourette's syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000148350,35919005,Autism spectrum disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Autism spectrum disorder
N0000148350,47505003,Posttraumatic stress disorder,98.30508475,6,"Mental, behavioural or neurodevelopmental disorders",Post traumatic stress disorder
N0000148350,58214004,Schizophrenia,100,6,"Mental, behavioural or neurodevelopmental disorders",Schizophrenia or other primary psychotic disorders
N0000148350,408856003,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148359,267038008,Edema,62.5,11,Diseases of the circulatory system,Lymphoedema
N0000148384,34000006,Crohn's disease,92.85714286,13,Diseases of the digestive system,Crohn disease
N0000148384,46775006,Respiratory distress syndrome in the newborn,96.1038961,19,Certain conditions originating in the perinatal period,Respiratory distress syndrome of newborn
N0000148384,52756005,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000148384,61582004,Allergic rhinitis,100,12,Diseases of the respiratory system,Vasomotor or allergic rhinitis
N0000148384,64766004,Ulcerative colitis,100,13,Diseases of the digestive system,Ulcerative colitis
N0000148384,70076002,Rhinitis,100,12,Diseases of the respiratory system,Vasomotor or allergic rhinitis
N0000148384,71186008,Croup,60,21,"Symptoms, signs or clinical findings, not elsewhere classified",Cough
N0000148384,195967001,Asthma,100,12,Diseases of the respiratory system,Asthma
N0000148384,397173003,Crohn's disease of intestine,83.33333333,13,Diseases of the digestive system,Diverticular disease of intestine
N0000148384,426549001,Crohn's disease in remission,70,1,Certain infectious or parasitic diseases,Ebola disease
N0000148384,445243001,Left sided ulcerative colitis,100,13,Diseases of the digestive system,Ulcerative colitis
N0000148390,35489007,Depressive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148390,37796009,Migraine,100,8,Diseases of the nervous system,Migraine
N0000148390,191736004,Obsessive-compulsive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Obsessive-compulsive disorder
N0000148390,414916001,Obesity,100,5,"Endocrine, nutritional or metabolic diseases","Overweight, obesity or specific nutrient excesses"
N0000148401,19346006,Marfan's syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
