NDF-RT,SNOMED,CommonName,ICD11-Category
N0000147784,279333002,Pruritic disorder,
N0000147791,95417003,Primary fibromyalgia syndrome,
N0000147791,203095000,Spasm of back muscles,
N0000147796,91857003,Acute lymphoid leukemia,
N0000147796,91861009,"Acute myeloid leukemia, disease",
N0000147796,92818009,Chronic myeloid leukemia,
N0000147796,118601006,Non-Hodgkin's lymphoma (clinical),
N0000147800,82423001,Chronic pain,
N0000147800,230572002,Neuropathy due to diabetes mellitus,
N0000147800,406506008,Attention deficit hyperactivity disorder,
N0000147806,9631008,Ankylosing spondylitis,
N0000147806,22253000,Pain,
N0000147806,37389005,Biliary colic,
N0000147806,65754002,Primary dysmenorrhea,
N0000147806,68962001,Muscle pain,
N0000147806,69896004,Rheumatoid arthritis,
N0000147806,85848002,Corneal abrasion,
N0000147806,90560007,Gout,
N0000147806,201101007,Actinic keratosis,
N0000147806,213299007,Postoperative pain,
N0000147806,239177006,Post-episiotomy pain,
N0000147806,386661006,Fever,
N0000147806,396275006,Osteoarthritis,
N0000147806,409668002,Photophobia,
N0000147806,410502007,Juvenile idiopathic arthritis,
N0000147814,5370000,Atrial flutter,
N0000147814,17366009,Atrial arrhythmia,
N0000147814,30037006,Anal fissure,
N0000147814,38341003,Hypertensive disorder,
N0000147814,49436004,Atrial fibrillation,
N0000147814,67198005,Paroxysmal supraventricular tachycardia,
N0000147814,233819005,Stable angina,
N0000147814,233873004,Hypertrophic cardiomyopathy,
N0000147814,371806006,Progressive angina,
N0000147814,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,
N0000147816,14094001,Hyperemesis gravidarum,
N0000147816,32798002,Parkinsonism,
N0000147816,37031009,Motion sickness,
N0000147816,39579001,Anaphylaxis,
N0000147816,47362003,Medication-induced movement disorder,
N0000147816,61582004,Allergic rhinitis,
N0000147816,82272006,Common cold,
N0000147816,193462001,Insomnia,
N0000147816,236084000,INCOMPLETE,
N0000147818,62315008,Diarrhea,
N0000147823,14760008,Constipation,
N0000147823,126946000,Excessive cerumen in ear canal,
N0000147829,91857003,Acute lymphoid leukemia,
N0000147829,91861009,"Acute myeloid leukemia, disease",
N0000147829,109841003,Liver cell carcinoma,
N0000147829,109843000,Hepatoblastoma,
N0000147829,109989006,Multiple myeloma,
N0000147829,118599009,Hodgkin's disease (clinical),
N0000147829,118601006,Non-Hodgkin's lymphoma (clinical),
N0000147829,126880001,Neoplasm of kidney,
N0000147829,190818004,Waldenström macroglobulinemia,
N0000147829,254632001,Small cell carcinoma of lung,
N0000147829,254637007,Non-small cell lung cancer,
N0000147829,254877001,Sarcoma of uterus,
N0000147829,254878006,Endometrial carcinoma,
N0000147829,255035007,Adrenal carcinoma,
N0000147829,255108000,Carcinoma of urinary bladder,
N0000147829,255109008,Transitional cell carcinoma of urinary bladder,
N0000147829,285432005,Carcinoma of cervix,
N0000147829,302849000,Nephroblastoma,
N0000147829,307576001,Osteosarcoma of bone,
N0000147829,307608006,Ewing's sarcoma of bone,
N0000147829,363358000,Malignant tumor of lung,
N0000147829,363443007,Malignant tumor of ovary,
N0000147829,372143007,Carcinoma of stomach,
N0000147829,420524008,Kaposi's sarcoma with AIDS (acquired immunodeficiency syndrome),
N0000147829,424952003,Sarcoma of soft tissue,
N0000147829,432328008,Neuroblastoma,
N0000147829,443492008,INCOMPLETE,
N0000147835,22298006,Myocardial infarction,
N0000147835,37796009,Migraine,
N0000147835,49436004,Atrial fibrillation,
N0000147835,90708001,Kidney disease,
N0000147835,123799005,Renovascular hypertension,
N0000147835,236420000,INCOMPLETE,
N0000147835,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,
N0000147838,88415009,Mycobacteriosis,
N0000147838,154283005,Pulmonary tuberculosis,
N0000147838,371687002,Disseminated infection caused by Mycobacterium avium-intracellulare group,
N0000147838,423997002,"Tuberculosis, extrapulmonary",
N0000147838,1731000119106,Atypical mycobacterial infection of lung,
N0000147852,596004,Premenstrual dysphoric disorder,
N0000147852,25501002,Social phobia,
N0000147852,47505003,Posttraumatic stress disorder,
N0000147852,49468007,Depressed bipolar I disorder,
N0000147852,71959007,Elective mutism,
N0000147852,78004001,Bulimia nervosa,
N0000147852,78667006,Dysthymia,
N0000147852,83482000,Body dysmorphic disorder,
N0000147852,95417003,Primary fibromyalgia syndrome,
N0000147852,191736004,Obsessive-compulsive disorder,
N0000147852,224962007,Hot sweats,
N0000147852,370143000,Major depressive disorder,
N0000147852,371631005,Panic disorder,
N0000147869,42343007,Congestive heart failure,
N0000147869,59621000,Essential hypertension,
N0000147869,194736003,Mitral and aortic incompetence,
N0000147869,367390009,Hypertension in the obstetric context,
N0000147871,51682007,Quaranfil fever,
N0000147871,61462000,Malaria,
N0000147871,61860000,Porphyria cutanea tarda,
N0000147871,69896004,Rheumatoid arthritis,
N0000147871,238525001,Polymorphous light eruption,
N0000147875,8009008,Nocturnal enuresis,
N0000147875,17155009,Trichotillomania,
N0000147875,22253000,Pain,
N0000147875,25501002,Social phobia,
N0000147875,37796009,Migraine,
N0000147875,47505003,Posttraumatic stress disorder,
N0000147875,56882008,Anorexia nervosa,
N0000147875,60380001,Narcolepsy,
N0000147875,70691001,Agoraphobia,
N0000147875,78004001,Bulimia nervosa,
N0000147875,165232002,Urinary incontinence,
N0000147875,191736004,Obsessive-compulsive disorder,
N0000147875,230572002,Neuropathy due to diabetes mellitus,
N0000147875,248122005,INCOMPLETE,
N0000147875,371631005,Panic disorder,
N0000147875,386790008,Disorder of ejaculation,
N0000147875,406506008,Attention deficit hyperactivity disorder,
N0000147880,4386001,Bronchospasm,
N0000147880,13645005,Chronic obstructive pulmonary disease,
N0000147880,32398004,Bronchitis,
N0000147880,64531003,Nasal discharge,
N0000147880,75803007,Posterior rhinorrhea,
N0000147880,87433001,Pulmonary emphysema,
N0000147880,281239006,Acute asthma,
N0000147886,50490005,Hypertensive encephalopathy,
N0000147886,57054005,Acute myocardial infarction,
N0000147886,194828000,Angina pectoris,
N0000147886,398254007,Pre-eclampsia,
N0000147886,443482000,Hypertensive urgency,
N0000147886,698247007,Cardiac arrhythmia,
N0000147887,10916006,Poisoning by pyrimethamine,
N0000147887,85649008,Megaloblastic anemia due to folate deficiency,
N0000147887,118600007,Malignant lymphoma,
N0000147887,255056009,Malignant tumor of head and neck,
N0000147887,292229001,Methotrexate adverse reaction,
N0000147887,295696001,Antimetabolite overdose,
N0000147887,363349007,Malignant tumor of stomach,
N0000147887,363402007,Malignant tumor of esophagus,
N0000147887,363418001,Malignant tumor of pancreas,
N0000147887,363510005,Malignant tumor of large intestine,
N0000147887,372140005,Carcinoma of gallbladder,
N0000147889,596004,Premenstrual dysphoric disorder,
N0000147889,8619003,Infertile,
N0000147889,50299009,Paraphilia,
N0000147889,95315005,Uterine leiomyoma,
N0000147889,129103003,Endometriosis (clinical),
N0000147889,237816004,Central precocious puberty,
N0000147889,363443007,Malignant tumor of ovary,
N0000147892,17961008,"Conduct disorder, childhood-onset type",
N0000147892,61372001,Aggressive behavior,
N0000147892,371596008,Bipolar I disorder,
N0000147893,10743008,Irritable bowel syndrome,
N0000147893,11840006,Traveler's diarrhea,
N0000147893,62315008,Diarrhea,
N0000147893,174059005,Excision of colon and rectum,
N0000147893,236071009,Chronic diarrhea,
N0000147893,307236005,High output ileostomy,
N0000147893,428867008,Diarrhea caused by drug,
N0000147898,37031009,Motion sickness,
N0000147898,90325002,Vomiting of pregnancy,
N0000147898,91173007,Nausea and vomiting caused by radiation,
N0000147899,596004,Premenstrual dysphoric disorder,
N0000147899,13197004,Uses contraception,
N0000147899,15993004,Alveolar hypoventilation,
N0000147899,21801002,Menopausal symptom,
N0000147899,39402007,Pelvic congestion syndrome,
N0000147899,50299009,Paraphilia,
N0000147899,79890006,Loss of appetite,
N0000147899,86030004,Secondary physiologic amenorrhea,
N0000147899,129103003,Endometriosis (clinical),
N0000147899,237072009,Endometrial hyperplasia,
N0000147899,254837009,Malignant tumor of breast,
N0000147899,254878006,Endometrial carcinoma,
N0000147899,312984006,Abnormal uterine bleeding unrelated to menstrual cycle,
N0000147899,399939002,Hirsutism,
N0000147909,5602001,Opioid abuse,
N0000147909,75544000,Opioid dependence,
N0000147909,82423001,Chronic pain,
N0000147909,247398009,Neuropathic pain,
N0000147910,60380001,Narcolepsy,
N0000147910,406506008,Attention deficit hyperactivity disorder,
N0000147910,415530009,Simple obesity,
N0000147916,9014002,Psoriasis,
N0000147916,34801009,Ectopic pregnancy,
N0000147916,55464009,Systemic lupus erythematosus,
N0000147916,57797005,Termination of pregnancy,
N0000147916,69896004,Rheumatoid arthritis,
N0000147916,91857003,Acute lymphoid leukemia,
N0000147916,110004001,"Acute promyelocytic leukemia, FAB M3",
N0000147916,118601006,Non-Hodgkin's lymphoma (clinical),
N0000147916,118618005,Mycosis fungoides (clinical),
N0000147916,254837009,Malignant tumor of breast,
N0000147916,255056009,Malignant tumor of head and neck,
N0000147916,307576001,Osteosarcoma of bone,
N0000147916,359789008,Takayasu's disease,
N0000147916,363358000,Malignant tumor of lung,
N0000147916,372062007,Malignant neoplasm of central nervous system,
N0000147916,396230008,Dermatomyositis,
N0000147916,399326009,Malignant neoplasm of urinary bladder,
N0000147916,402355000,Acute graft-versus-host disease,
N0000147916,410502007,Juvenile idiopathic arthritis,
N0000147916,424952003,Sarcoma of soft tissue,
N0000147916,426549001,Crohn's disease in remission,
N0000147916,445479007,INCOMPLETE,
N0000147916,609519004,Gestational trophoblastic neoplasia,
N0000147920,35489007,Depressive disorder,
N0000147920,406506008,Attention deficit hyperactivity disorder,
N0000147924,23986001,Glaucoma,
N0000147924,26079004,Tremor,
N0000147924,37796009,Migraine,
N0000147924,38341003,Hypertensive disorder,
N0000147924,39823006,Generalized atherosclerosis,
N0000147924,42343007,Congestive heart failure,
N0000147924,44103008,Ventricular arrhythmia,
N0000147924,45227007,Hypertrophic obstructive cardiomyopathy,
N0000147924,48694002,Anxiety,
N0000147924,49436004,Atrial fibrillation,
N0000147924,49982000,Multifocal atrial tachycardia,
N0000147924,57054005,Acute myocardial infarction,
N0000147924,84114007,Heart failure,
N0000147924,90739004,Thyrotoxicosis,
N0000147924,95281009,Sudden cardiac death,
N0000147924,194828000,Angina pectoris,
N0000147924,195080001,INCOMPLETE,
N0000147924,406461004,Ectopic atrial beats,
N0000147924,413439005,Acute ischemic heart disease,
N0000147924,414545008,Ischemic heart disease,
N0000147924,609558009,Essential tremor,
N0000147924,698247007,Cardiac arrhythmia,
N0000147931,52756005,INCOMPLETE,
N0000147931,61582004,Allergic rhinitis,
N0000147931,68235000,Nasal congestion,
N0000147931,80524004,Inflammatory hyperkeratotic dermatosis,
N0000147931,195967001,Asthma,
N0000147931,431231008,Acute rhinosinusitis,
N0000147939,66590003,Alcohol dependence,
N0000147939,75544000,Opioid dependence,
N0000147939,242253008,Overdose of opiate,
N0000147946,2177002,Postherpetic neuralgia,
N0000147946,8009008,Nocturnal enuresis,
N0000147946,35489007,Depressive disorder,
N0000147946,56294008,Nicotine dependence,
N0000147946,82423001,Chronic pain,
N0000147946,197480006,Anxiety disorder,
N0000147946,279062009,Myofascial pain,
N0000147946,384742004,Smoking cessation assistance,
N0000147946,398064005,Neurogenic urinary bladder,
N0000147946,406506008,Attention deficit hyperactivity disorder,
N0000147946,450841000,Intermittent urinary incontinence,
N0000147951,1488000,Postoperative nausea and vomiting,
N0000147951,14094001,Hyperemesis gravidarum,
N0000147951,25374005,Gastroenteritis,
N0000147951,91173007,Nausea and vomiting caused by radiation,
N0000147951,236084000,INCOMPLETE,
N0000147954,95584002,INCOMPLETE,
N0000147954,236633002,INCOMPLETE,
N0000147955,22253000,Pain,
N0000148001,22719003,Acute akathisia caused by neuroleptic,
N0000148001,24199005,Feeling agitated,
N0000148001,25569003,Ventricular tachycardia,
N0000148001,28670008,Esophageal varices,
N0000148001,29028009,Thyrotoxic crisis,
N0000148001,45227007,Hypertrophic obstructive cardiomyopathy,
N0000148001,48694002,Anxiety,
N0000148001,61372001,Aggressive behavior,
N0000148001,66189004,INCOMPLETE,
N0000148001,72654001,Supraventricular arrhythmia,
N0000148001,86299006,Tetralogy of Fallot,
N0000148001,194828000,Angina pectoris,
N0000148001,302835009,Pheochromocytoma,
N0000148001,308909003,Parkinsonian tremor,
N0000148001,400210000,Hemangioma,
N0000148001,609558009,Essential tremor,
N0000148012,37372002,Upper gastrointestinal bleeding,
N0000148012,40719004,Erosive esophagitis,
N0000148012,52305004,Gastritis medicamentosa,
N0000148012,72007001,Duodenitis,
N0000148012,162031009,Indigestion,
N0000148012,307759003,Helicobacter pylori gastrointestinal tract infection,
N0000148024,4754008,Gynecomastia,
N0000148024,34571000,Anovulation,
N0000148024,36517007,Polyostotic fibrous dysplasia of bone,
N0000148024,53430007,Pain of breast,
N0000148024,55822004,Hyperlipidemia,
N0000148024,57993004,Benign mammary dysplasia,
N0000148024,71349004,Infertility due to oligospermia,
N0000148024,102447009,Postmenopausal osteoporosis,
N0000148024,254837009,Malignant tumor of breast,
N0000148024,400179000,Precocious puberty,
N0000148025,19905009,Chronic prostatitis,
N0000148025,31822004,Urethritis,
N0000148025,88311004,Oligozoospermia,
N0000148025,90584004,Spinal cord injury,
N0000148025,139394000,Nocturia,
N0000148026,4386001,Bronchospasm,
N0000148026,6383007,Premature labor,
N0000148026,74796005,Fetal intrauterine distress noted before labor in liveborn infant,
N0000148026,95384003,Injection site extravasation,
N0000148026,195967001,Asthma,
N0000148039,370143000,Major depressive disorder,
N0000148052,32527003,Staphylococcal enterocolitis,
N0000148052,33910007,Postoperative infection,
N0000148052,50417007,Lower respiratory tract infection,
N0000148052,85769006,Streptococcal infectious disease,
N0000148052,95883001,Bacterial meningitis,
N0000148052,233850007,Infective endocarditis,
N0000148052,266096002,Methicillin resistant Staphylococcus aureus infection,
N0000148052,276883000,Peritoneal dialysis-associated peritonitis,
N0000148052,405633009,Streptococcus group B infection of the infant,
N0000148052,409089005,Febrile neutropenia,
N0000148052,413626002,Bacterial endophthalmitis,
N0000148052,423590009,Clostridium difficile colitis,
N0000148052,428885001,Bacteremia associated with intravascular line,
N0000148054,6456007,Supraventricular tachycardia,
N0000148054,33659008,Keloid scar,
N0000148054,37796009,Migraine,
N0000148054,38341003,Hypertensive disorder,
N0000148054,53741008,Coronary arteriosclerosis,
N0000148054,67198005,Paroxysmal supraventricular tachycardia,
N0000148054,73173006,Spasm of cerebral arteries,
N0000148054,87343002,Prinzmetal angina,
N0000148054,193031009,Cluster headache,
N0000148054,194828000,Angina pectoris,
N0000148054,195080001,INCOMPLETE,
N0000148054,233819005,Stable angina,
N0000148054,233873004,Hypertrophic cardiomyopathy,
N0000148054,371806006,Progressive angina,
N0000148055,65399007,Langerhans cell histiocytosis,
N0000148055,109385007,Kaposi's sarcoma (clinical),
N0000148055,118599009,Hodgkin's disease (clinical),
N0000148055,118600007,Malignant lymphoma,
N0000148055,118601006,Non-Hodgkin's lymphoma (clinical),
N0000148055,118618005,Mycosis fungoides (clinical),
N0000148055,188188009,Choriocarcinoma,
N0000148055,237059008,Germ cell tumor of ovary,
N0000148055,254637007,Non-small cell lung cancer,
N0000148055,254900004,Carcinoma of prostate,
N0000148055,255108000,Carcinoma of urinary bladder,
N0000148055,363449006,Malignant tumor of testis,
N0000148055,363518003,Malignant tumor of kidney,
N0000148055,424952003,Sarcoma of soft tissue,
N0000148055,443493003,Metastatic malignant melanoma,
N0000148056,32273002,INCOMPLETE,
N0000148056,91857003,Acute lymphoid leukemia,
N0000148056,92814006,"Chronic lymphoid leukemia, disease",
N0000148056,109843000,Hepatoblastoma,
N0000148056,109989006,Multiple myeloma,
N0000148056,118599009,Hodgkin's disease (clinical),
N0000148056,118601006,Non-Hodgkin's lymphoma (clinical),
N0000148056,118618005,Mycosis fungoides (clinical),
N0000148056,190818004,Waldenström macroglobulinemia,
N0000148056,237057005,Epithelial tumor of ovary,
N0000148056,237059008,Germ cell tumor of ovary,
N0000148056,254632001,Small cell carcinoma of lung,
N0000148056,254837009,Malignant tumor of breast,
N0000148056,254935002,Intracranial tumor,
N0000148056,255055008,Neoplasm of head and neck,
N0000148056,302835009,Pheochromocytoma,
N0000148056,302847003,Rhabdomyosarcoma,
N0000148056,302849000,Nephroblastoma,
N0000148056,307576001,Osteosarcoma of bone,
N0000148056,307608006,Ewing's sarcoma of bone,
N0000148056,363354003,Malignant tumor of cervix,
N0000148056,363449006,Malignant tumor of testis,
N0000148056,363510005,Malignant tumor of large intestine,
N0000148056,370967009,Retinoblastoma,
N0000148056,399956005,Melanocytic neoplasm,
N0000148056,413656006,Blastic phase chronic myeloid leukemia,
N0000148056,420524008,Kaposi's sarcoma with AIDS (acquired immunodeficiency syndrome),
N0000148056,424952003,Sarcoma of soft tissue,
N0000148056,432328008,Neuroblastoma,
N0000148056,443487006,Mantle cell lymphoma,
N0000148056,609519004,Gestational trophoblastic neoplasia,
N0000148057,11101003,Percutaneous transluminal coronary angioplasty,
N0000148057,26843008,Antiphospholipid syndrome,
N0000148057,49436004,Atrial fibrillation,
N0000148057,53741008,Coronary arteriosclerosis,
N0000148057,59282003,Pulmonary embolism,
N0000148057,230690007,Cerebrovascular accident,
N0000148057,234182001,Prosthetic cardiac valve component embolism,
N0000148057,266257000,Transient cerebral ischemia,
N0000148057,429098002,Thromboembolism of vein,
N0000148085,43339004,Hypokalemia,
N0000148093,3110003,Acute otitis media,
N0000148093,19824006,Infection of skin and/or subcutaneous tissue,
N0000148093,23502006,Lyme disease,
N0000148093,27836007,Pertussis,
N0000148093,43878008,Streptococcal sore throat,
N0000148093,68272006,Acute maxillary sinusitis,
N0000148093,88415009,Mycobacteriosis,
N0000148093,195889001,Legionella pneumonia,
N0000148093,266123003,Bartonellosis,
N0000148093,301183007,Bacterial endocarditis,
N0000148093,307759003,Helicobacter pylori gastrointestinal tract infection,
N0000148093,312119006,Bacterial lower respiratory infection,
N0000148093,371686006,Infection caused by Mycobacterium avium-intracellulare group,
N0000148093,371687002,Disseminated infection caused by Mycobacterium avium-intracellulare group,
N0000148093,385093006,Community acquired pneumonia,
N0000148093,409498004,Anthrax,
N0000148116,38341003,Hypertensive disorder,
N0000148116,42343007,Congestive heart failure,
N0000148116,70272006,Malignant hypertension,
N0000148116,194828000,Angina pectoris,
N0000148116,266261006,Raynaud's phenomenon,
N0000148118,87872006,Male pattern alopecia,
N0000148118,399939002,Hirsutism,
N0000148122,24079001,Atopic dermatitis,
N0000148122,52756005,INCOMPLETE,
N0000148122,56727007,Vitiligo,
N0000148122,61582004,Allergic rhinitis,
N0000148122,95320005,Disorder of skin,
N0000148122,182782007,INCOMPLETE,
N0000148122,195967001,Asthma,
N0000148122,279333002,Pruritic disorder,
N0000148122,367498001,Seasonal allergic rhinitis,
N0000148122,431231008,Acute rhinosinusitis,
N0000148122,446096008,Perennial allergic rhinitis,
N0000148122,311000119101,Non-allergic rhinitis,
N0000148137,28670008,Esophageal varices,
N0000148137,233819005,Stable angina,
N0000148137,236959001,Cervical ripening procedure,
N0000148200,39823006,Generalized atherosclerosis,
N0000148200,48447003,Chronic heart failure,
N0000148200,55822004,Hyperlipidemia,
N0000148200,64915003,Operation on heart,
N0000148200,230690007,Cerebrovascular accident,
N0000148200,232717009,Coronary artery bypass graft,
N0000148200,302870006,Hypertriglyceridemia,
N0000148200,307759003,Helicobacter pylori gastrointestinal tract infection,
N0000148200,371893007,Restenotic lesion of coronary artery,
N0000148200,394659003,Acute coronary syndrome,
N0000148200,415070008,Percutaneous coronary intervention,
N0000148244,77182004,Membranous glomerulonephritis,
N0000148244,91861009,"Acute myeloid leukemia, disease",
N0000148244,118600007,Malignant lymphoma,
N0000148244,118601006,Non-Hodgkin's lymphoma (clinical),
N0000148244,118611004,Sezary's disease,
N0000148244,118618005,Mycosis fungoides (clinical),
N0000148244,190818004,Waldenström macroglobulinemia,
N0000148244,234336002,Hemopoietic stem cell transplant,
N0000148244,308121000,Follicular lymphoma,
N0000148254,2089002,Osteitis deformans,
N0000148254,47709007,Humoral hypercalcemia of malignancy,
N0000148254,78314001,Osteogenesis imperfecta,
N0000148254,102447009,Postmenopausal osteoporosis,
N0000148254,390833005,Osteoporosis caused by corticosteroid,
N0000148255,48447003,Chronic heart failure,
N0000148255,52254009,Nephrotic syndrome,
N0000148255,53741008,Coronary arteriosclerosis,
N0000148255,55822004,Hyperlipidemia,
N0000148255,232717009,Coronary artery bypass graft,
N0000148255,236425005,INCOMPLETE,
N0000148255,266257000,Transient cerebral ischemia,
N0000148255,371893007,Restenotic lesion of coronary artery,
N0000148255,394659003,Acute coronary syndrome,
N0000148255,415070008,Percutaneous coronary intervention,
N0000148257,596004,Premenstrual dysphoric disorder,
N0000148257,13746004,Bipolar disorder,
N0000148257,21897009,Generalized anxiety disorder,
N0000148257,25501002,Social phobia,
N0000148257,47505003,Posttraumatic stress disorder,
N0000148257,78004001,Bulimia nervosa,
N0000148257,78667006,Dysthymia,
N0000148257,191736004,Obsessive-compulsive disorder,
N0000148257,370143000,Major depressive disorder,
N0000148257,371631005,Panic disorder,
N0000148257,439960005,Binge eating disorder,
N0000148272,13197004,Uses contraception,
N0000148272,266717002,Hormone replacement therapy,
N0000148306,93447004,Eosinophilic nonallergic rhinitis,
N0000148306,195967001,Asthma,
N0000148306,367498001,Seasonal allergic rhinitis,
N0000148314,109989006,Multiple myeloma,
N0000148314,118600007,Malignant lymphoma,
N0000148314,187692001,Malignant tumor of nasopharynx,
N0000148314,188192002,Malignant neoplasm of endometrium of corpus uteri,
N0000148314,254632001,Small cell carcinoma of lung,
N0000148314,254637007,Non-small cell lung cancer,
N0000148314,254940005,Oligodendroglioma of brain,
N0000148314,255056009,Malignant tumor of head and neck,
N0000148314,302817000,INCOMPLETE,
N0000148314,363349007,Malignant tumor of stomach,
N0000148314,363354003,Malignant tumor of cervix,
N0000148314,363402007,Malignant tumor of esophagus,
N0000148314,363443007,Malignant tumor of ovary,
N0000148314,363444001,Malignant tumor of fallopian tube,
N0000148314,363449006,Malignant tumor of testis,
N0000148314,399326009,Malignant neoplasm of urinary bladder,
N0000148314,403977003,Angiosarcoma,
N0000148314,420524008,Kaposi's sarcoma with AIDS (acquired immunodeficiency syndrome),
N0000148333,55827005,Left ventricular hypertrophy,
N0000148333,56218007,Systolic hypertension,
N0000148333,87343002,Prinzmetal angina,
N0000148333,90708001,Kidney disease,
N0000148333,194828000,Angina pectoris,
N0000148333,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,
N0000148333,233819005,Stable angina,
N0000148333,233823002,Silent myocardial ischemia,
N0000148335,596004,Premenstrual dysphoric disorder,
N0000148335,21897009,Generalized anxiety disorder,
N0000148335,25501002,Social phobia,
N0000148335,44001008,Premature ejaculation,
N0000148335,47505003,Posttraumatic stress disorder,
N0000148335,95417003,Primary fibromyalgia syndrome,
N0000148335,170951000,INCOMPLETE,
N0000148335,191495003,Depressive disorder caused by drug,
N0000148335,191736004,Obsessive-compulsive disorder,
N0000148335,224962007,Hot sweats,
N0000148335,370143000,Major depressive disorder,
N0000148335,371631005,Panic disorder,
N0000148336,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,
N0000148343,128053003,Deep venous thrombosis,
N0000148343,234185004,Prosthetic cardiac valve thrombosis,
N0000148343,394659003,Acute coronary syndrome,
N0000148343,439127006,Thrombosis,
N0000148343,441697004,Thrombophilia associated with pregnancy,
N0000148345,2177002,Postherpetic neuralgia,
N0000148345,29753000,Focal onset epileptic seizure,
N0000148345,32914008,Restless legs,
N0000148345,224962007,Hot sweats,
N0000148345,247398009,Neuropathic pain,
N0000148345,403733004,Hemodialysis-associated pruritus,
N0000148345,424736006,Diabetic peripheral neuropathy,
N0000148350,5158005,Gilles de la Tourette's syndrome,
N0000148350,35919005,Autism spectrum disorder,
N0000148350,47505003,Posttraumatic stress disorder,
N0000148350,58214004,Schizophrenia,
N0000148350,408856003,INCOMPLETE,
N0000148359,267038008,Edema,
N0000148384,34000006,Crohn's disease,
N0000148384,46775006,Respiratory distress syndrome in the newborn,
N0000148384,52756005,INCOMPLETE,
N0000148384,61582004,Allergic rhinitis,
N0000148384,64766004,Ulcerative colitis,
N0000148384,70076002,Rhinitis,
N0000148384,71186008,Croup,
N0000148384,195967001,Asthma,
N0000148384,397173003,Crohn's disease of intestine,
N0000148384,426549001,Crohn's disease in remission,
N0000148384,445243001,Left sided ulcerative colitis,
N0000148390,35489007,Depressive disorder,
N0000148390,37796009,Migraine,
N0000148390,191736004,Obsessive-compulsive disorder,
N0000148390,414916001,Obesity,
N0000148401,19346006,Marfan's syndrome,
N0000148401,35885006,Hyperuricemia,
N0000148401,236407003,IgA nephropathy,
N0000148401,236420000,INCOMPLETE,
N0000148401,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,
N0000148406,24079001,Atopic dermatitis,
N0000148406,32273002,INCOMPLETE,
N0000148406,52254009,Nephrotic syndrome,
N0000148406,90708001,Kidney disease,
N0000148406,91637004,Myasthenia gravis,
N0000148406,195353004,Granulomatosis with polyangiitis,
N0000148406,233933006,Cardiac transplant rejection,
N0000148406,234646005,Graft versus host disease,
N0000148406,235911006,Liver transplant rejection,
N0000148406,236570004,Renal transplant rejection,
N0000148406,307755009,Renal tubulo-interstitial disorder due to systemic lupus erythematosus,
N0000148406,408335007,Autoimmune hepatitis,
N0000148406,431506006,Rejection of pancreas transplant,
N0000148407,16331000,Heartburn,
N0000148407,40719004,Erosive esophagitis,
N0000148407,51868009,Ulcer of duodenum,
N0000148407,307759003,Helicobacter pylori gastrointestinal tract infection,
N0000148407,397825006,Gastric ulcer,
N0000148414,10623005,Fibrous dysplasia of bone,
N0000148414,14651005,Drug-induced osteoporosis,
N0000148414,19063003,Arthroplasty of knee,
N0000148414,27712000,Hypervitaminosis D,
N0000148414,47709007,Humoral hypercalcemia of malignancy,
N0000148414,102447009,Postmenopausal osteoporosis,
N0000148414,240156000,Juvenile idiopathic generalized osteoporosis,
N0000148418,86406008,Human immunodeficiency virus infection,
N0000148427,363443007,Malignant tumor of ovary,
N0000148427,417181009,Hormone receptor positive malignant neoplasm of breast,
N0000148428,399939002,Hirsutism,
N0000148441,254632001,Small cell carcinoma of lung,
N0000148441,254637007,Non-small cell lung cancer,
N0000148441,255056009,Malignant tumor of head and neck,
N0000148441,255108000,Carcinoma of urinary bladder,
N0000148441,307226002,Metastatic adenocarcinoma of unknown origin,
N0000148441,307576001,Osteosarcoma of bone,
N0000148441,307608006,Ewing's sarcoma of bone,
N0000148441,363349007,Malignant tumor of stomach,
N0000148441,363354003,Malignant tumor of cervix,
N0000148441,363443007,Malignant tumor of ovary,
N0000148441,372138000,Carcinoma of esophagus,
N0000148441,424952003,Sarcoma of soft tissue,
N0000148449,35489007,Depressive disorder,
N0000148449,47505003,Posttraumatic stress disorder,
N0000148449,48694002,Anxiety,
N0000148449,78667006,Dysthymia,
N0000148449,79890006,Loss of appetite,
N0000148449,191736004,Obsessive-compulsive disorder,
N0000148449,370143000,Major depressive disorder,
N0000148449,371631005,Panic disorder,
N0000148456,386806002,Impaired cognition,
N0000148456,397803000,INCOMPLETE,
N0000148456,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,
N0000148465,2776000,Delirium,
N0000148465,13746004,Bipolar disorder,
N0000148465,47295007,Psychomotor agitation,
N0000148465,56882008,Anorexia nervosa,
N0000148465,58214004,Schizophrenia,
N0000148465,68569003,Manic bipolar I disorder,
N0000148465,236084000,INCOMPLETE,
N0000148465,371596008,Bipolar I disorder,
N0000148467,11687002,Gestational diabetes mellitus,
N0000148467,26298008,Ketoacidotic coma due to diabetes mellitus,
N0000148467,44054006,Type 2 diabetes mellitus,
N0000148467,46635009,Type 1 diabetes mellitus,
N0000148467,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus,
