Gene_Claim_Name	Importance_Score	NCBI_Gene_ID
SNORD28	0.000015	9300
TIFAB	0.000015	497189
TIFAB	0.000015	
TIFAB	0.000015	
SCMH1	0.000015	22955
SCMH1	0.000015	
MZB1	0.000015	51237
MZB1	0.000015	
TLCD2	0.000015	727910
ZDHHC4	0.000015	55146
USP17L6P	0.000015	391622
THAP12P1	0.000015	728748
RCCD1	0.000015	91433
RCCD1	0.000015	
KRTAP10-5	0.000015	386680
NPTX1	0.000015	4884
LIMD1	0.000015	8994
KDM6A	0.000015	7403
OR10J6P	0.000015	401973
LRRCC1	0.000015	85444
LRRCC1	0.000015	
LRRCC1	0.000015	
ODAD2	0.000015	55130
CRYZL1	0.000015	9946
CRYZL1	0.000015	
CRYZL1	0.000015	
CRYZL1	0.000015	
L3MBTL4	0.000015	91133
RRP1	0.000015	8568
OTUD1	0.000015	220213
OTUD1	0.000015	
PIRT	0.000015	644139
DDX60L	0.000015	91351
SFTA3	0.000015	253970
KIRREL1	0.000015	55243
SRGN	0.000015	5552
SRGN	0.000015	
WDR82	0.000015	80335
NSUN4	0.000015	387338
NSUN4	0.000015	
IPCEF1	0.000015	26034
C19orf81	0.000015	342918
WNT9A	0.000015	7483
MAP4	0.000015	4134
MAP4	0.000015	
CAVIN2	0.000015	8436
POMZP3	0.000015	22932
GABRG2	0.000015	2566
C17orf67	0.000015	339210
ELAC2	0.000015	60528
COL14A1	0.000015	7373
AIPL1	0.000015	23746
AIPL1	0.000015	
SPRN	0.000015	503542
CENPW	0.000015	387103
LCE2A	0.000015	353139
LCE2A	0.000015	
PCDH19	0.000015	57526
SNORA8	0.000015	654320
ACTB	0.000015	60
ACTB	0.000015	
ACTB	0.000015	
KIR3DX1	0.000015	90011
SOX9	0.000015	6662
NEFM	0.000015	4741
NEFM	0.000015	
KRT5	0.000015	3852
RGSL1	0.000015	353299
TOP6BL	0.000015	79703
GPR162	0.000015	27239
PAGE5	0.000015	90737
PAGE5	0.000015	
LCE2D	0.000015	353141
MIR656	0.000015	724026
MIR656	0.000015	
INPP5D	0.000015	3635
LINC01346	0.000015	728716
NFATC1	0.000015	4772
SNORA47	0.000015	677828
PARL	0.000015	55486
LYPD5	0.000015	284348
EMC7	0.000015	56851
EMC7	0.000015	
CCNF	0.000015	899
TCEAL3	0.000015	85012
MTSS2	0.000015	92154
SUV39H1	0.000015	6839
SUV39H1	0.000015	
ANKRD26	0.000015	22852
ANKRD26	0.000015	
RGS10	0.000015	6001
MINK1	0.000015	50488
MINK1	0.000015	
INO80D	0.000015	54891
TYROBP	0.000015	7305
LRRC59	0.000015	55379
TGFBRAP1	0.000015	9392
MBTPS1	0.000015	8720
SERPINB12	0.000015	89777
SERPINB12	0.000015	
FOXF2	0.000015	2295
ADAM18	0.000015	8749
USP53	0.000015	54532
NR2F2-AS1	0.000015	644192
CCNB1	0.000015	891
CCNB1	0.000015	
CCNB1	0.000015	
SNORA27	0.000015	619499
SNORA27	0.000015	
SNORA27	0.000015	
ASPG	0.000015	374569
IMPA1	0.000015	3612
CYCTP	0.000015	360163
CCDC172	0.000015	374355
NGEF	0.000015	25791
ARV1	0.000015	64801
TNFSF9	0.000015	8744
CFAP299	0.000015	255119
CFAP299	0.000015	
NAT10	0.000015	55226
USP13	0.000015	8975
DCTN4	0.000015	51164
RBM15	0.000015	64783
H3C7	0.000015	8968
ONECUT3	0.000015	390874
PTF1A	0.000015	256297
OTC	0.000015	5009
ZNF185	0.000015	7739
NEUROD2	0.000015	4761
PUM3	0.000015	9933
HSPA14	0.000015	51182
DCAF10	0.000015	79269
PPP1R37	0.000015	284352
MIGA1	0.000015	374986
FLVCR1-DT	0.000015	642946
KIF13B	0.000015	23303
AKAP5	0.000015	9495
AKAP5	0.000015	
UNC5A	0.000015	90249
AP3D1	0.000015	8943
TSPAN31	0.000015	6302
TSPAN31	0.000015	
SIMC1	0.000015	375484
SIMC1	0.000015	
FOXE1	0.000015	2304
TPD52L3	0.000015	89882
TPD52L3	0.000015	
TPD52L3	0.000015	
USP2	0.000015	9099
SMPX	0.000015	23676
SMPX	0.000015	
MLLT1	0.000015	4298
MLLT1	0.000015	
INSIG1	0.000015	3638
SPDYA	0.000015	245711
RGS12	0.000015	6002
FAM131B	0.000015	9715
LAT2	0.000015	7462
FNBP4	0.000015	23360
FNBP4	0.000015	
MBOAT7	0.000015	79143
LYPLA2P1	0.000015	653639
TAS2R4	0.000015	50832
NMNAT3	0.000015	349565
CCND3	0.000015	896
SPRED3	0.000015	399473
TMCC3	0.000014	57458
APH1A	0.000014	51107
APH1A	0.000014	
TYRO3	0.000014	7301
TYRO3	0.000014	
PTH1R	0.000014	5745
PTH1R	0.000014	
PTH1R	0.000014	
ZMAT1	0.000014	84460
PDHX	0.000014	8050
VCF2	0.000014	90736
SGCE	0.000014	8910
RBMX2	0.000014	51634
MIRLET7B	0.000014	406884
TCHP	0.000014	84260
BLZF1	0.000014	8548
GDAP2	0.000014	54834
DCP1A	0.000014	55802
REXO1	0.000014	57455
REXO1	0.000014	
REXO1	0.000014	
SNX33	0.000014	257364
WNT3A	0.000014	89780
ECH1	0.000014	1891
GFUS	0.000014	7264
RNF34	0.000014	80196
MYBPHL	0.000014	343263
POTEM	0.000014	641455
UCN	0.000014	7349
UCN	0.000014	
MTHFD1L	0.000014	25902
IMMP1L	0.000014	196294
TRHDE-AS1	0.000014	283392
PTGFR	0.000014	5737
ZNF646	0.000014	9726
CDC16	0.000014	8881
CDC16	0.000014	
CDC16	0.000014	
CDC16	0.000014	
CDC16	0.000014	
SERPINB11	0.000014	89778
CSKMT	0.000014	751071
CSKMT	0.000014	
P4HA2	0.000014	8974
SNORA35	0.000014	677816
EBLN2	0.000014	55096
ADAM11	0.000014	4185
AKAP7	0.000014	9465
AKAP7	0.000014	
WDR86	0.000014	349136
SPHK2	0.000014	56848
SPHK2	0.000014	
SOAT2	0.000014	8435
MRPS7	0.000014	51081
MRPS7	0.000014	
PLA2G15	0.000014	23659
PLA2G15	0.000014	
NUFIP1P1	0.000014	89761
CASTOR1	0.000014	652968
BDKRB1	0.000014	623
TMBIM6	0.000014	7009
KRT18P55	0.000014	284085
MRPL1	0.000014	65008
PREPL	0.000014	9581
PREPL	0.000014	
NR1H5P	0.000014	643609
NR1H5P	0.000014	
ULK4P3	0.000014	89837
MIR34A	0.000014	407040
OSBP	0.000014	5007
OSBP	0.000014	
GRK5	0.000014	2869
TBX15	0.000014	6913
BLTP3A	0.000014	54887
BLTP3A	0.000014	
BLTP3A	0.000014	
WDR7	0.000014	23335
WDR7	0.000014	
TPK1	0.000014	27010
DENND2D	0.000014	79961
CPA5	0.000014	93979
WNT9B	0.000014	7484
ARL10	0.000014	285598
IRF8	0.000014	3394
WRN	0.000014	7486
FABP5P3	0.000014	220832
RFNG	0.000014	5986
RFNG	0.000014	
FAM20A	0.000014	54757
FAM20A	0.000014	
DNAJC30	0.000014	84277
KCNJ3	0.000014	3760
PARG	0.000014	8505
PARG	0.000014	
PARG	0.000014	
WDR1	0.000014	9948
WDR1	0.000014	
ASPM	0.000014	259266
NIPSNAP3B	0.000014	55335
OR11L1	0.000014	391189
HNRNPA1P7	0.000014	388275
RNF170	0.000014	81790
C5orf15	0.000014	56951
SOS1	0.000014	6654
SOS1	0.000014	
SORBS2	0.000014	8470
SORBS2	0.000014	
AOC3	0.000014	8639
TRBV10-2	0.000014	28584
PGAM4	0.000014	441531
TP53	0.000014	7157
SLCO2A1	0.000014	6578
PEX3	0.000014	8504
PRR23E	0.000014	285311
RSRC2	0.000014	65117
SLC16A12	0.000014	387700
SNORD10	0.000014	652966
UMODL1	0.000014	89766
ITGA4	0.000014	3676
ITGA4	0.000014	
ITGA4	0.000014	
LINC02995	0.000014	285593
TMEM138	0.000014	51524
TMEM138	0.000014	
TMEM138	0.000014	
MRFAP1L2	0.000014	93622
ACSL6	0.000014	23305
EXO5	0.000014	64789
WEE2	0.000014	494551
MIR7-1	0.000014	407043
CLDN6	0.000014	9074
PKHD1L1	0.000014	93035
PKHD1L1	0.000014	
CDC42SE2	0.000014	56990
OXCT1	0.000014	5019
LMLN	0.000014	89782
LMLN	0.000014	
LMLN	0.000014	
GMCL1	0.000014	64395
MIR299	0.000014	407023
MIR299	0.000014	
MIR299	0.000014	
DAZL	0.000014	1618
DAZL	0.000014	
SOX11	0.000014	6664
PIGY	0.000014	84992
FAM3A	0.000014	60343
FAM3A	0.000014	
GALNT1	0.000014	2589
SNORA12	0.000014	677800
SNORA12	0.000014	
SNORA12	0.000014	
SNORA12	0.000014	
POM121L12	0.000014	285877
MIR376C	0.000014	442913
GOLGA6L4	0.000014	643707
ASH2L	0.000014	9070
PCDHGA11	0.000014	56105
GMNN	0.000014	51053
FAM238C	0.000014	387644
PLEKHG6	0.000014	55200
TCTN2	0.000014	79867
IGLV4-60	0.000014	28785
C17orf75	0.000014	64149
PRKRA	0.000014	8575
NPY4R	0.000014	5540
OR2T3	0.000014	343173
FOXM1	0.000014	2305
COMMD8	0.000014	54951
CCDC14	0.000014	64770
LPAR1	0.000014	1902
HIF3A	0.000014	64344
P3H1	0.000014	64175
P3H1	0.000014	
ANKRD13A	0.000014	88455
ANKRD13A	0.000014	
NEMP1	0.000014	23306
ENDOU	0.000014	8909
ENDOU	0.000014	
EEF1AKMT3	0.000014	25895
EEF1AKMT3	0.000014	
EEF1AKMT3	0.000014	
LMBRD1	0.000014	55788
TPT1	0.000014	7178
TPT1	0.000014	
TPT1	0.000014	
CCND2P1	0.000014	895
ART4	0.000014	420
DCAF15	0.000014	90379
KLK13	0.000014	26085
CHST15	0.000014	51363
CNKSR2	0.000014	22866
DAZ3	0.000014	57054
DAZ3	0.000014	
SLC1A2	0.000014	6506
NRDE2	0.000014	55051
HSPB3	0.000014	8988
COA5	0.000014	493753
H2AC18	0.000014	8337
H2AC18	0.000014	
KISS1	0.000014	3814
MFHAS1	0.000014	9258
MLANA	0.000014	2315
MLANA	0.000014	
POU2F1	0.000013	5451
POU2F1	0.000013	
FRYL	0.000013	285527
UBAC2	0.000013	337867
UBAC2	0.000013	
WDR43	0.000013	23160
VASP	0.000013	7408
NOMO3	0.000013	408050
CLK4	0.000013	57396
CARD8	0.000013	22900
CARD8	0.000013	
KMO	0.000013	8564
KMO	0.000013	
C1GALT1	0.000013	56913
C1GALT1	0.000013	
C1GALT1	0.000013	
C1GALT1	0.000013	
C1GALT1	0.000013	
PHF24	0.000013	23349
GSTO1	0.000013	9446
NCKAP1L	0.000013	3071
PROM1	0.000013	8842
PROM1	0.000013	
H2BC20P	0.000013	337873
H2BC20P	0.000013	
DBNDD1	0.000013	79007
KRTAP15-1	0.000013	254950
ZNF143	0.000013	7702
BTRC	0.000013	8945
MC2R	0.000013	4158
MC2R	0.000013	
SMARCAL1	0.000013	50485
SMARCAL1	0.000013	
IP6K2	0.000013	51447
RHOT1	0.000013	55288
TEX101	0.000013	83639
ENPP5	0.000013	59084
ENPP5	0.000013	
SULT2A1	0.000013	6822
FAM167B	0.000013	84734
ZNF84	0.000013	7637
PRPS2	0.000013	5634
ARB2A	0.000013	83989
SCARNA17	0.000013	677769
SCARNA17	0.000013	
FAM230J	0.000013	729461
MAP3K14	0.000013	9020
INSM1	0.000013	3642
OR2B3	0.000013	442184
KIAA0586	0.000013	9786
MEOX1	0.000013	4222
PDE6A	0.000013	5145
SREBF2	0.000013	6721
ELP6	0.000013	54859
CCDC39	0.000013	339829
PIN4	0.000013	5303
UQCC1	0.000013	55245
ATPAF2	0.000013	91647
ARR3	0.000013	407
IMP3	0.000013	55272
RTL5	0.000013	340526
PTGER4	0.000013	5734
PTGER4	0.000013	
PTGER4	0.000013	
TARS1	0.000013	6897
ROBO3	0.000013	64221
SKIL	0.000013	6498
ZPR1	0.000013	8882
COL27A1	0.000013	85301
CTAG2	0.000013	30848
PRSS3	0.000013	5646
NUMA1	0.000013	4926
NUMA1	0.000013	
IL7	0.000013	3574
CNOT10	0.000013	25904
CNOT10	0.000013	
LINC01879	0.000013	400661
MRPL11	0.000013	65003
C1orf21	0.000013	81563
RBM42	0.000013	79171
GDPD4	0.000013	220032
LINC00623	0.000013	728855
HEYL	0.000013	26508
ARFGAP2	0.000013	84364
ARMC10P1	0.000013	389137
ARMC10P1	0.000013	
ZNF468	0.000013	90333
ZNF468	0.000013	
PLPP2	0.000013	8612
MANBA	0.000013	4126
IGHV1OR15-1	0.000013	388077
AMIGO3	0.000013	386724
IFT22	0.000013	64792
PINK1	0.000013	65018
PINK1	0.000013	
KLHL24	0.000013	54800
TASP1	0.000013	55617
SERPING1	0.000013	710
CA13	0.000013	377677
PAEP	0.000013	5047
NMUR2	0.000013	56923
NMUR2	0.000013	
APOA1	0.000013	335
APOA1	0.000013	
TBC1D2B	0.000013	23102
LBX2	0.000013	85474
BZW1	0.000013	9689
BZW1	0.000013	
KRT3	0.000013	3850
CCDC144A	0.000013	9720
RANBP17	0.000013	64901
OLR1	0.000013	4973
LINC02363	0.000013	728175
SRGAP2	0.000013	23380
IMPDH1	0.000013	3614
ZNF19	0.000013	7567
CYB561D1	0.000013	284613
PPEF1	0.000013	5475
CCT6P3	0.000013	643180
PGM2	0.000013	55276
CDY2A	0.000013	9426
CDY2A	0.000013	
SSBP3	0.000013	23648
LRP6	0.000013	4040
ROGDI	0.000013	79641
ROGDI	0.000013	
DHX33	0.000013	56919
DHX33	0.000013	
PCOLCE	0.000013	5118
PCOLCE	0.000013	
ACAP1	0.000013	9744
ACAP1	0.000013	
STAT1	0.000013	6772
FAM74A4	0.000013	401508
RPL31P7	0.000013	654391
CNOT1	0.000013	23019
CNOT1	0.000013	
TRIM36	0.000013	55521
SEMA5A	0.000013	9037
SLC25A53	0.000013	401612
CAPRIN2	0.000013	65981
ARMC9	0.000013	80210
ARMC9	0.000013	
OR5A1	0.000013	219982
OR5A1	0.000013	
STAT2	0.000013	6773
MIR15A	0.000013	406948
LIG4	0.000013	3981
SNAI2	0.000013	6591
SNAI2	0.000013	
ZNF880	0.000013	400713
ZNF880	0.000013	
C16orf54	0.000013	283897
PER2	0.000013	8864
S100B	0.000013	6285
LINC02860	0.000013	285941
F2RL3	0.000013	9002
PCNX1	0.000013	22990
PCNX1	0.000013	
MESD	0.000013	23184
MESD	0.000013	
SRSF4	0.000013	6429
TBCD	0.000013	6904
CDC25A	0.000013	993
CDC25A	0.000013	
MIR143	0.000013	406935
MVB12A	0.000013	93343
CSTPP1	0.000013	79096
CSTPP1	0.000013	
GAB2	0.000013	9846
SNORD113-7	0.000013	767567
DDRGK1	0.000013	65992
DDRGK1	0.000013	
DDRGK1	0.000013	
TRERF1	0.000013	55809
PLEKHB2	0.000013	55041
PLEKHB2	0.000013	
NGFR	0.000013	4804
YBX1P1	0.000013	50631
KIAA0408	0.000013	9729
TRBV28	0.000013	28559
MYCN	0.000013	4613
ZBTB24	0.000013	9841
ARHGAP1	0.000013	392
TGFB2	0.000013	7042
TGFB2	0.000013	
SIGLEC10	0.000013	89790
GOLGA6C	0.000013	653641
H1-10	0.000013	8971
TMA7	0.000013	51372
LINC02714	0.000013	729305
SLC24A3	0.000013	57419
TMEM218	0.000013	219854
RNF7	0.000013	9616
RNF7	0.000013	
ZNF385A	0.000013	25946
ZNF385A	0.000013	
CFAP91	0.000013	89876
INAFM1	0.000013	255783
INAFM1	0.000013	
INAFM1	0.000013	
MICU3	0.000013	286097
KLC2	0.000013	64837
ARHGEF12	0.000013	23365
SULT1A1	0.000013	6817
SULT1A1	0.000013	
CACNG5	0.000013	27091
CACNG5	0.000013	
CD86	0.000013	942
PRPF39	0.000013	55015
GAB1	0.000013	2549
EPB41L4A	0.000013	64097
NSUN6	0.000013	221078
TM4SF5	0.000013	9032
OR2L8	0.000013	391190
CACNA1H	0.000013	8912
CACNA1H	0.000013	
CACNA1H	0.000013	
SLC15A1	0.000013	6564
TAOK3	0.000013	51347
TINCR	0.000013	257000
IAH1	0.000013	285148
OR2Z1	0.000013	284383
MIR296	0.000013	407022
CDKL3	0.000013	51265
VLDLR-AS1	0.000013	401491
TRPM4	0.000013	54795
MGA	0.000013	23269
NAV2	0.000013	89797
CNOT6	0.000013	57472
PAGE2	0.000013	203569
CDKL5	0.000013	6792
CDKL5	0.000013	
CDKL5	0.000013	
BANP	0.000013	54971
TTC12	0.000013	54970
CH25H	0.000013	9023
AMIGO1	0.000013	57463
PHF10	0.000013	55274
PHF10	0.000013	
PHF10	0.000013	
TRDC	0.000013	28526
APC	0.000013	324
PKD2L1	0.000013	9033
PPARA	0.000013	5465
DHRS4-AS1	0.000013	55449
PCYOX1	0.000013	51449
CDC123	0.000013	8872
CDC123	0.000013	
ALKBH5	0.000013	54890
CHRNA6	0.000013	8973
AQP10	0.000013	89872
AQP10	0.000013	
AQP10	0.000013	
SNORA10	0.000013	574042
SNORA10	0.000013	
SNORA10	0.000013	
GPATCH1	0.000013	55094
GPATCH1	0.000013	
ISOC1	0.000013	51015
GOLGA6A	0.000013	342096
GABRA2	0.000013	2555
IGLV6-57	0.000013	28778
IGLV6-57	0.000013	
TRAV6	0.000013	6956
PORCN	0.000013	64840
TRPT1	0.000013	83707
RASL12	0.000013	51285
HSBP1L1	0.000013	440498
HSBP1L1	0.000013	
PLCZ1	0.000013	89869
BMPR2	0.000013	659
AVPR2	0.000012	554
CFAP61	0.000012	26074
PPP6C	0.000012	5537
QSOX2	0.000012	169714
GRAMD2B	0.000012	65983
LINC02453	0.000012	643770
SLC22A3	0.000012	6581
CFAP100	0.000012	348807
ARFIP2	0.000012	23647
PDF	0.000012	64146
H3-5	0.000012	440093
H3-5	0.000012	
SPEF1	0.000012	25876
SPEF1	0.000012	
SSTR4	0.000012	6754
SLCO1A2	0.000012	6579
GFRAL	0.000012	389400
ZNG1F	0.000012	644019
RMDN3	0.000012	55177
RMDN3	0.000012	
OR14A16	0.000012	284532
OR14A16	0.000012	
RAP1BL	0.000012	643752
LINC00294	0.000012	283267
B4GALNT4	0.000012	338707
U2AF1	0.000012	7307
FUT7	0.000012	2529
FUT7	0.000012	
SYNJ2	0.000012	8871
MBL2	0.000012	4153
LINC01300	0.000012	731779
LINC01168	0.000012	399829
MPEG1	0.000012	219972
ENTPD7	0.000012	57089
ENTPD7	0.000012	
PAX5	0.000012	5079
URM1	0.000012	81605
IQCA1	0.000012	79781
SUPT5H	0.000012	6829
SUPT5H	0.000012	
SUPT5H	0.000012	
SUPT5H	0.000012	
STBD1	0.000012	8987
CACNB1	0.000012	782
RBM38	0.000012	55544
MCM7	0.000012	4176
SLIT3	0.000012	6586
SLIT3	0.000012	
PLEKHG5	0.000012	57449
ZNF345	0.000012	25850
ELAC1	0.000012	55520
ABCC6P1	0.000012	653190
ABCC6P1	0.000012	
ABCC6P1	0.000012	
PCBD2	0.000012	84105
KLRK1	0.000012	22914
UBE2J1	0.000012	51465
IL1RAP	0.000012	3556
FBP1	0.000012	2203
EIF2B4	0.000012	8890
CENPT	0.000012	80152
SLC9A3	0.000012	6550
MIGA2	0.000012	84895
ICAM3	0.000012	3385
H2AC12	0.000012	85235
H2AC12	0.000012	
H2AC12	0.000012	
TBC1D24	0.000012	57465
HERPUD2	0.000012	64224
FGF10	0.000012	2255
ZNF772	0.000012	400720
GPR89B	0.000012	51463
GRXCR2	0.000012	643226
FUS	0.000012	2521
PCDHB18P	0.000012	54660
COP1	0.000012	64326
SNTB2	0.000012	6645
MIR1-2	0.000012	406905
DISP2	0.000012	85455
GEMIN8P4	0.000012	492303
MIRLET7D	0.000012	406886
MIRLET7D	0.000012	
ELP1	0.000012	8518
PFN4	0.000012	375189
CDK11B	0.000012	984
EVX2	0.000012	344191
CBLN1	0.000012	869
CBLN1	0.000012	
TPI1P1	0.000012	729708
AGPAT4	0.000012	56895
USF2	0.000012	7392
USF2	0.000012	
CT55	0.000012	54967
PITPNB	0.000012	23760
IMPG2	0.000012	50939
ALOX15	0.000012	246
ALOX15	0.000012	
IL12RB1	0.000012	3594
MEAF6	0.000012	64769
CFAP45	0.000012	25790
MC3R	0.000012	4159
GPATCH11	0.000012	253635
FAM120A	0.000012	23196
SAA1	0.000012	6288
MRPS10	0.000012	55173
CARF	0.000012	79800
HACD4	0.000012	401494
BMI1	0.000012	648
OR5B21	0.000012	219968
MFSD8	0.000012	256471
SLC9A1	0.000012	6548
LXN	0.000012	56925
PRB2	0.000012	653247
EDF1	0.000012	8721
EDF1	0.000012	
EDF1	0.000012	
YWHAH-AS1	0.000012	25775
CD99	0.000012	4267
UBA6-DT	0.000012	550112
VPS25	0.000012	84313
VPS25	0.000012	
RAPH1	0.000012	65059
MSC	0.000012	9242
SF1	0.000012	7536
NENF	0.000012	29937
CRELD2	0.000012	79174
CRELD2	0.000012	
TRHDE	0.000012	29953
TRHDE	0.000012	
TRHDE	0.000012	
PNMA8A	0.000012	55228
PNMA8A	0.000012	
USP6NL	0.000012	9712
CDH20	0.000012	28316
CDH20	0.000012	
CDH20	0.000012	
CDH20	0.000012	
TBXA2R	0.000012	6915
NXN	0.000012	64359
NXN	0.000012	
KRT33A	0.000012	3883
ZDHHC8	0.000012	29801
KRTAP19-5	0.000012	337972
RNF144B	0.000012	255488
RNF212	0.000012	285498
RBKS	0.000012	64080
AGTRAP	0.000012	57085
TJP1	0.000012	7082
SERAC1	0.000012	84947
IL17REL	0.000012	400935
UBE3D	0.000012	90025
EXPH5	0.000012	23086
TGFB1	0.000012	7040
GABRB3	0.000012	2562
LAMB1	0.000012	3912
LAMB1	0.000012	
LAMB1	0.000012	
H2BC11	0.000012	8970
TBC1D3C	0.000012	414060
RERG	0.000012	85004
IRAK4	0.000012	51135
NRP1	0.000012	8829
GRIPAP1	0.000012	56850
LRRC1	0.000012	55227
LRRC1	0.000012	
N4BP2L1	0.000012	90634
IMPDH2	0.000012	3615
ZNF182	0.000012	7569
ZNF182	0.000012	
MROH6	0.000012	642475
MROH6	0.000012	
PER3	0.000012	8863
PER3	0.000012	
PER3	0.000012	
CEP170	0.000012	9859
TPTEP1	0.000012	387590
SMG8	0.000012	55181
IRS4	0.000012	8471
TDO2	0.000012	6999
MIR133A2	0.000012	406923
ROBO2	0.000012	6092
CNEP1R1	0.000012	255919
CNEP1R1	0.000012	
WDR33	0.000012	55339
DNAJA3	0.000012	9093
FAM25EP	0.000012	643479
USP6	0.000012	9098
USP6	0.000012	
PPP1R26	0.000012	9858
UBBP1	0.000012	7315
CBLN3	0.000012	643866
CDY2B	0.000012	203611
HOXB3	0.000012	3213
SNORA33	0.000012	594839
BUD31	0.000012	8896
NCAPG2	0.000012	54892
CYTH4	0.000012	27128
TYSND1	0.000012	219743
HSP90B1	0.000012	7184
MGC16275	0.000012	85001
NPIPB7	0.000012	440350
NPIPB7	0.000012	
NDUFA13	0.000012	51079
NDUFA13	0.000012	
KLHL25	0.000012	64410
HMX3	0.000012	340784
MIR9-2	0.000012	407047
JADE1	0.000012	79960
ZNF426	0.000012	79088
IPO13	0.000012	9670
IPO13	0.000012	
SPOUT1	0.000012	51490
ZFTA	0.000012	65998
IGHA1	0.000012	3493
OMG	0.000012	4974
OMG	0.000012	
BCO2	0.000012	83875
PCDH15	0.000012	65217
PCDH15	0.000012	
NAV1	0.000012	89796
UPF1	0.000012	5976
TOMM70	0.000012	9868
CRB2	0.000012	286204
ISX	0.000012	91464
ISX	0.000012	
TOX	0.000012	9760
OAZ2	0.000012	4947
OAZ2	0.000012	
IRS1	0.000012	3667
ZNF76	0.000012	7629
SNRPN	0.000012	6638
SLC26A11	0.000012	284129
GOLGA8O	0.000012	728047
IGHV1-46	0.000012	28465
IGHV1-46	0.000012	
B3GALNT1	0.000012	8706
GBP7	0.000012	388646
IGKC	0.000012	3514
BMP8B	0.000012	656
KRTAP19-8	0.000012	728299
RPL18	0.000012	6141
CFAP65	0.000012	255101
NSD3	0.000012	54904
SLC30A10	0.000012	55532
CHD9	0.000012	80205
HPRT1	0.000012	3251
RAB11B	0.000012	9230
AQR	0.000012	9716
MGAT4EP	0.000012	641515
ST3GAL5	0.000012	8869
NOL6	0.000012	65083
ZFHX2	0.000012	85446
CLIP3	0.000012	25999
PRKD1	0.000012	5587
ARHGAP25	0.000012	9938
TRMT12	0.000012	55039
LSS	0.000012	4047
RAI14	0.000012	26064
FBXL6	0.000012	26233
SLC16A1	0.000012	6566
UBXN11	0.000012	91544
UBXN11	0.000012	
MTMR9LP	0.000012	339483
MTMR9LP	0.000012	
URB2	0.000012	9816
TMEM126A	0.000012	84233
TMEM126A	0.000012	
SNPH	0.000012	9751
CCDC120	0.000012	90060
CCDC120	0.000012	
TXNDC2	0.000012	84203
GCM1	0.000012	8521
LAMA2	0.000012	3908
CAND2	0.000012	23066
CAND2	0.000012	
LDB1	0.000012	8861
GYPA	0.000012	2993
NKIRAS2	0.000012	28511
RNF128	0.000012	79589
SLC34A1	0.000012	6569
HSP90AB3P	0.000012	3327
TEX12	0.000012	56158
GRAMD4	0.000012	23151
CRISPLD1	0.000012	83690
CRISPLD1	0.000012	
MIR361	0.000012	494323
GCA	0.000012	25801
GCA	0.000012	
GCA	0.000012	
MRM1	0.000012	79922
SGPL1	0.000012	8879
DNAJC9-AS1	0.000012	414245
RPL41P1	0.000012	22971
SALL1	0.000012	6299
HSPD1P1	0.000012	643300
GRHL1	0.000012	29841
LINC00588	0.000012	26138
MIR21	0.000012	406991
KIFC1	0.000012	3833
PPP1R1A	0.000012	5502
SLK	0.000012	9748
PLSCR4	0.000012	57088
RNF152	0.000012	220441
RNF152	0.000012	
SNORD114-1	0.000012	767577
MCF2L	0.000012	23263
SAA2	0.000012	6289
SAA2	0.000012	
SAA2	0.000011	
RBM17	0.000011	84991
RBM17	0.000011	
FAM153A	0.000011	285596
TANGO6	0.000011	79613
JADE2	0.000011	23338
JADE2	0.000011	
JADE2	0.000011	
CCDC87	0.000011	55231
IGHV3-23	0.000011	28442
AKAP4	0.000011	8852
MINDY4	0.000011	84182
RAB22A	0.000011	57403
ATXN7	0.000011	6314
GPR25	0.000011	2848
GPR25	0.000011	
ZNF518B	0.000011	85460
ZNF518B	0.000011	
ZNF518B	0.000011	
ILF3	0.000011	3609
RFX4	0.000011	5992
SFTPC	0.000011	6440
IGKV1D-37	0.000011	28894
SNORD24	0.000011	26820
CCDC88B	0.000011	283234
CCDC88B	0.000011	
CCDC88B	0.000011	
ABCA1	0.000011	19
ABCA1	0.000011	
BEST2	0.000011	54831
BEST2	0.000011	
MIA	0.000011	8190
SEMA7A	0.000011	8482
POLR2J3	0.000011	548644
MGAM	0.000011	8972
SOST	0.000011	50964
SOST	0.000011	
KAT2B	0.000011	8850
POTEE	0.000011	445582
LNPEP	0.000011	4012
LNPEP	0.000011	
XKR8	0.000011	55113
XKR8	0.000011	
UCP3	0.000011	7352
TNFRSF10C	0.000011	8794
TNFRSF10C	0.000011	
BCRP2	0.000011	400892
KSR1	0.000011	8844
KSR1	0.000011	
NME7	0.000011	29922
KRT16	0.000011	3868
DRAM1	0.000011	55332
SLC6A2	0.000011	6530
CASC15	0.000011	401237
NDUFB6	0.000011	4712
NDUFB6	0.000011	
NDUFB6	0.000011	
RPS23P8	0.000011	653658
MFAP4	0.000011	4239
MFAP4	0.000011	
AKR1B1	0.000011	231
GSTP1	0.000011	2950
PRRX2	0.000011	51450
PPP1R14D	0.000011	54866
CGB5	0.000011	93659
CD81	0.000011	975
DLEU2	0.000011	8847
DDO	0.000011	8528
DHRS12	0.000011	79758
SHPK	0.000011	23729
SHPK	0.000011	
MIR98	0.000011	407054
TNFRSF12A	0.000011	51330
IST1	0.000011	9798
LCN2	0.000011	3934
LCN2	0.000011	
ZNF157	0.000011	7712
SYNJ1	0.000011	8867
SYNJ1	0.000011	
SYNJ1	0.000011	
SYNJ1	0.000011	
SYNJ1	0.000011	
